price with no jumps
3.3143205411
3.3221902487
3.3229655334
3.3289384682
3.3411005372
3.3400274028
3.3296118665
3.3303277502
3.3153671251
3.3069819358
3.3097945582
3.3102692533
3.3173627716
3.3203668637
3.3276656537
3.3317329704
3.33847765
3.3472268224
3.3561756082
3.344207189
3.3429784056
3.3430243356
3.3461778552
3.3607642004
3.3493003963
3.3486049982
3.3375224875
3.3383108286
3.3236177492
3.3357802524
3.3471423825
3.3534451786
3.3522627071
3.3654976625
3.3749389605
3.3848681153
3.3934877386
3.3758453851
3.3707209919
3.3522207001
3.3621134592
3.3608752622
3.3653698385
3.365069215
3.3670578706
3.3587977544
3.3584151338
3.3641668017
3.3662987814
3.3646544135
3.3665093139
3.3742817166
3.3732779017
3.3674234081
3.3650830387
3.3618915982
3.3603892759
3.3608509685
3.364554144
3.363415899
3.3644331156
3.3643743252
3.364201392
3.3607225491
3.3554849763
3.3555059116
3.3577156031
3.3614234488
3.3711676352
3.3720568919
3.3712981548
3.3696379128
3.3753324155
3.3814571524
3.3794424499
3.385900986
3.3920119915
3.396442763
3.3964695564
3.4003737092
3.3988947326
3.4023367324
3.4174643541
3.4332966435
3.4289552104
3.424594847
3.4343452049
3.4502510032
3.4716340992
3.4739520576
3.483845922
3.4809138823
3.4799315413
3.4740605317
3.4841220862
3.5033447407
3.5190159722
3.5475318803
3.5653521391
3.5368319777
3.5051008363
3.5205673057
3.5090408123
3.4890892043
3.4678181085
3.4583902394
3.48767167
3.4585413338
3.451732055
3.4701106944
3.4749155159
3.4895195658
3.4973677974
3.4867816297
3.490833921
3.4866102595
3.4785873431
3.4666698415
3.470036019
3.467896068
3.4543494475
3.4503684257
3.442678359
3.4493365403
3.4461707473
3.4535937341
3.4623238383
3.4708167235
3.4744013739
3.4778435584
3.4793798987
3.4860010457
3.4880904183
3.487781723
3.4854159736
3.4862306925
3.4851554911
3.4762522863
3.4806491455
3.4697870608
3.4636994556
3.4731613905
3.4826114563
3.4771208477
3.4691021058
3.4699239955
3.4675311654
3.4770157949
3.4893486643
3.4975221981
3.4987263103
3.5021552197
3.4951217532
3.4933085106
3.4888602131
3.4763481433
3.4822149986
3.4867204294
3.4829586118
3.4764408993
3.4767067524
3.4792319205
3.4725128871
3.4741163139
3.4722210785
3.465860895
3.4684478472
3.4712829892
3.4659608775
3.454848727
3.4485515947
3.4480873289
3.4560232624
3.4392603736
3.4285239208
3.4245036679
3.4366642631
3.4327897136
3.4473523307
3.4468811386
3.4422913392
3.4442887991
3.4523434986
3.4426559735
3.4366996515
3.4332482218
3.4346450526
3.4337516929
3.4293603882
3.4359497935
3.4391512671
3.4398826951
3.4409948515
3.4375518115
3.4368830076
3.4302803426
3.4260590856
3.4201728696
3.4175922483
3.4336355298
3.4360174003
3.433018994
3.4282611645
3.4255875095
3.4277321988
3.4296617341
3.4320853972
3.4401360037
3.4502033956
3.4635084238
3.4742774447
3.4716806974
3.4688716063
3.4673751834
3.4693107554
3.467808753
3.4544253035
3.4534387265
3.4518968331
3.458333573
3.4672066957
3.4739830514
3.4749464799
3.4760698234
3.4719385018
3.4795925791
3.4876838987
3.4874851636
3.4807322681
3.4854466141
3.4896873872
3.4854221017
3.4848612174
3.4858050387
3.4853485611
3.4952370577
3.4996722455
3.5052450359
3.5033296923
3.5167497832
3.5133378613
3.5105389624
3.5057345585
3.5116827428
3.5115902139
3.5144218949
3.5175720186
3.5142819896
3.5076243285
3.5046921579
3.5125747596
3.5224351835
3.5301474628
3.533470483
3.5389718431
3.5519967378
3.5549051063
3.5526014358
3.5444517691
3.542037004
3.5410636664
3.5377600088
3.5398601695
3.5388701868
3.5338412973
3.5200021174
3.5208926619
3.524432196
3.5284729977
3.5284964771
3.521782414
3.5257456297
3.530346687
3.5273805924
3.5227924017
3.5219655869
3.5178953844
3.5179072491
3.5133348816
3.5141629058
3.5202300066
3.5279357539
3.5353960516
3.5398079368
3.5478226738
3.5556794352
3.5450697054
3.5477708554
3.5450061969
3.550777633
3.5561705803
3.5547678932
3.5497380692
3.5431742606
3.5356874812
3.5383472198
3.5457507255
3.5502551144
3.551982404
3.5526444099
3.5515608992
3.5471545865
3.5503211621
3.551635464
3.5563389989
3.5648824643
3.5627775373
3.5645371409
3.5695608651
3.5631830023
3.5565815861
3.5527991014
3.5542045508
3.5551766182
3.5571920745
3.5586426284
3.5543189607
3.5481047491
3.5466013489
3.546269836
3.5516526705
3.5557565495
3.5535865109
3.5553937747
3.557485775
3.5563589789
3.5519852708
3.548179572
3.5441022061
3.5463851573
3.5508579962
3.5542217131
3.5521400642
3.5512338956
3.552810559
3.5495771561
3.5501919343
3.5508436461
3.5519738037
3.5449946494
3.5430093951
3.5417126634
3.5448243091
3.54661576
3.5455343499
3.5419298674
3.5385477228
3.5402663303
3.5432002895
3.5372073667
3.5350549711
3.5299247534
3.5344074727
3.5360778639
3.5345125009
3.5290950178
3.5252245856
3.5262781683
3.5238102165
3.5241345195
3.5234533617
3.5204282576
3.5178034286
3.5125330107
3.5120736575
3.5073395917
3.5121900072
3.5160279148
3.5228514338
3.5199813977
3.5143355726
3.5117454188
3.5125628316
3.518349107
3.5186485104
3.5199873176
3.5185240169
3.5267663246
3.5253040844
3.5215401015
3.5180852019
3.5210848681
3.5260781318
3.5292592604
3.5293882892
3.5286930962
3.5250155028
3.5270044349
3.5268692187
3.5233029137
3.5316114204
3.5097198929
3.5084001992
3.508876208
3.5062358455
3.504400572
3.4995604723
3.4979096084
3.4902974092
3.488120977
3.4898734833
3.4946877247
3.4991223218
3.5088432838
3.5102789656
3.5117096045
3.5063228697
3.5007138541
3.5018779635
3.4988412
3.4977310551
3.501314173
3.4994728576
3.5014981182
3.5011452755
3.4966287662
3.4897270499
3.4865368062
3.4901662859
3.4921861162
3.4937887172
3.5014347966
3.5064158872
3.5050707921
3.5073905506
3.5165329803
3.5112259848
3.5228130633
3.5322519595
3.5342907617
3.5261840385
3.517930978
3.5247975391
3.5324566115
3.551890663
3.5334529608
3.5199754776
3.5302763771
3.5346816898
3.5315850881
3.5347866893
3.5348887615
3.5391925468
3.5417271451
3.5545077085
3.5625931807
3.5777495497
3.5888380999
3.5983664992
3.5978244582
3.5875635259
3.5847348656
3.6004334121
3.615189856
3.6471090934
3.641329146
3.6504010654
