02.12.2009,45.1342
03.12.2009,45.0181
04.12.2009,44.8650
07.12.2009,45.8872
08.12.2009,45.7745
09.12.2009,45.8861
10.12.2009,45.9990
11.12.2009,46.4158
14.12.2009,46.6020
15.12.2009,47.2852
16.12.2009,46.9958
17.12.2009,46.6308
18.12.2009,47.1722
21.12.2009,47.1418
22.12.2009,47.2161
23.12.2009,47.2390
24.12.2009,47.2724
28.12.2009,47.1732
29.12.2009,48.6826
30.12.2009,48.6052
